^NQUSS2727EURT
^NQUSB2799LMEURT
^NQUSS7573CAD
^DJFRDID
^NQUSS7573JPY
^NQMAXUST
^NQUSL2727EUR
^DJJPSD
^SPCSEDFP
^DJDEFDT
^JHDMT
DQAS.FGI
^JHDMA
^SPE350-25
^NQUSB2727
FTJPEM.FGI
^R1DIVGRO
^SP500DIV
SXAE5DUP.Z
^NQUSS2799GBPN
^NQUSM7573EURT
^IHDG-SO
^DWCIDD
^SP600-35102010
SXAE5DEP.Z
^NQNDDMBEURON
^DVANB
^NQUSB0570LMAUD
^NQUSL2727CADN
^SP600-45203030
^NQUSB2727LMAUDT
^MSBBD
^SP500-20201070
^NQUSS7573T
EUDIXUR.Z
^NQUSB7573JPYT
^SP500-201070
^NQUSM7573
000151.SS
SBOXDIAB.SG
^NYDVHIG
^DJCASD
^SP500-402010
^NQCADIVT
^NQUSL2727AUD
^NQCI3DATR
^DJASDT
31562042.SG
^NQUSS2799GBP
^NQMAUS
31562041.SG
^NQUSB2799AUDT
^DTD
^DJASDET
^NQUSB7573LMCADT
^SP1500-402010
ELUD.FGI
000150.SS
^DJDEFDR
^NQUSM7573JPYT
^NQUSB2727LMJPYT
399683.SZ
^SPDTP
SLIDP.SW
^DJUKSD
^SP500-40101010
^MSDIVGP
^RAESGDT
^NQUSS2727JPYN
SXAE5DEG.Z
^NQUSB7573LMGBP
^SP500-25
^DON
^DJAUSDT
^NQUSB7573CAD
^SPG1200-25
^RT2RGSCD
^NQUSB7573LMAUD
^NQUSS8674GBP
DUAE.FGI
^NQUSM7573AUDN
^GSPTTCD
^SPXHDUP
^NQUSS2727CADN
^NQUSB8674CADN
^NQUSS8674CAD
^DJITSD
^DJCNDIVD
^MSDFIT
^SP600-201070
^DEFIIDCI
^NQUSB2727LMCADN
^STM4020
^SPGTGDON
^NYDVHI
^NQUSS2727AUDN
ELUD.L
^SP400-20107010
^R1GRGSCD
FUDPN.L
^NQUSS7573N
^NQUSS2799JPYN
^RAUHDI
^NQUSB8674GBPT
^NQUSS2799GBPT
^WTED
^NQUSB2727JPYN
^NQUSS2727JPYT
^RAUHDITR
^NQUSL2727N
^DJEUFDR
^NQCADIV
^NQUSM7573GBPN
31166768.Z
321N.DE
^R2DIVGRP
^SP500-25501010
^NQDACHK
^NQUSB2727LMCAD
^DVS
31562052.SG
^DJGSDC
^NQUSB2727LMEURT
^DJSWSDET
^SP1500-25
^DJEUDIVD
^SP1500-15101020
^SP400-30101020
^NQUSB7573JPYN
^DJGSDCH
^MSDFIE
^NQUSS2799EURT
SBOXDINFRA.SG
31562038.SG
^DJEZDIVT
^NQUSS7573AUD
FDIV.MDD
^EDOGX
^DJFRFD
^NQUSS8674JPYN
^JHDMET
^NQUSS7573JPYN
^DJSWSDE
^EZZ
^DJFRSDT
^NQUSL2727JPYT
^DJEUDIVT
^NQUSB8674AUDN
^NQUSB8674GBPN
^SNMDIVTR
^NQUSB2799EURN
^NQUSS8674CADT
^NQUSB7573LMCADN
^NTUQDDF
^SP400-20201070
^DJEUDID
^JHDMHT
^DJEZDIVR
^IXY
^SP600-15101020
ENGV.L
24759612.Z
^SPCSECDP
^NQUSS7573AUDN
^SPGTGDO
^NQUSL2727CADT
^IBD
^DJCHSDT
^WTGS
^SP600-25501010
^STQCDCDT
^RODITR
^DJEPCSDT
^PWRDXPX
^NQUSL2727CAD
^NQUSS2799N
^NQCI3HDAER
^WTSDITR
^NQUSM7573AUDT
21886823.Z
^NQUSB8674JPY
^IHDG-NV
^DJGSD
^NQUSB2799LMAUD
TXDE.TS
^NQUSS2799AUD
^NQUSB2727LMJPY
^SP500-20107010
^NQUSL2727GBPT
2DW3.DE
^WTESC
^NQUSB2727T
^SPXMDUP
^NQCI2DATR
^NQUSS8674AUDN
^NTUQDTR
^DJGSDCN
^NQUSB8674AUDT
^FTJPEUH
^DJEUFDT
^NQSXYT
^NQUSB2799GBPN
^JHDML
^RT2RGSCDT
^NQUSB0570LMCADT
^R2DIVGRO
31562040.SG
^DJEZDIVD
^NQUSL2727GBP
^NQUSB2799CADN
^NQUSS8674EUR
^NQUSB2727LMEUR
^DJUKDID
^NQUSB2727EURN
^NQUSL2727EURN
^RSDFND
^NQUSS2727GBPN
^NQUSS7573EURN
^NYDVHIN
^NQUSB2799LMCADT
EUDIL.Z
^DEFIEDCI
^NQUSS8674GBPN
^NQUSB8674T
000015-HKG.SS
000035.SS
0DO4.Z
^SP600-40203030
^DJUSDIV
^JHDMH
PSIHD.LS
^DJDESDT
399324.SZ
^DJUSDID
CAPDR.NX
25559396.Z
3630400.SG
TXDC.TS
^RODIER
G73K.DE
^NQUSS2727T
^SP1500-15104020
^NQUSB8674EURN
FUDP.L
3630412.SG
EPED.FGI
^DES
^NQUSS8674EURN
^NTUQD
^NQUSB7573GBPN
^NQUSB2799LMGBPT
^WTDXF
^NQUSB8674GBP
^NQUSB7573LMT
^SP500-15104020
^DJCASDT
^NQUSB0570LMJPYN
INSEL.PA
^NQUSL2727
^NQUSB2799GBPT
^IHDG-EU
^DJESSDT
^NQUSS7573CADN
^JHDMM
^NQUSS2799CADT
^R2GRGSCD
^SNIDIVTR
^RMICCD
C2727P.SW
^NQUSS2727AUDT
^SPGTEDUN
^NQUSB2727LMGBPN
^DJUKFDP
^SP500-35102010
^NQUSB2727LMT
2DW2.DE
^DJUKSDT
^NQUSM7573T
^DJFRFDD
^DJEUDIV
31562039.SG
^DEFIUDCI
^GSUL
^NQUSM7573CAD
^DJICHKUT
^DJURTEWT
^DJTEST3
^DJIMTRT
^DJITLS
^DJETSET
^DJLMGCET
^DJGEX
SX5EDGLP.Z
^DJUSPG
^DJLPGP
^DJSCLCP
4Q7D.DE
^DJTRETT
^DJSNADEP
FT50.EX
^DJIMIN
^DJLMGB5
^DJEMDIVE
^DJUSTG35
^DJTUTST
^DJEG20T
^DJSEMPET
^DJIGECDT
^DJGBSMT
^DJUSPN
^DJTINNR
^DJEEG
S3DDJP.Z
^DJUSTG30
^DJTCGST
^DJSFINT
^DJGTT
^DJUSFNT
^DJURWHCT
^DJUSTG50
^DJTSSS
^DJETST
^DJUSTG45
^DJSRBK
^DJSND
^DJGTEG
^DJSEUXAD
^DJTINNT
^DJLTXCL
^DJISRLR
SD3DELP.Z
^DJEUTET
^DJTCHET
^DJGTG
^DJUSDN
^DJIGECE
^DJGEENE
^DJMENXD
^DJEG20
4Q7J.DE
^DJUSTGT
^DJLTXCLH
^DJEG20E
^DJUSIU
^DJUSSP
^DJIXUST
^DJSEMDEN
SXEDLP.Z
^DJTLMO
^DJEID
^DJSEMDEP
^DJTMNSV
^DJTATOT
^DJLUXT
^DJSWDIEP
^DJTSSST
^DJTFVSR
^DJCASGT
^DJSWDUT
^DJLGF2D
^DJEUTT
^DJSENAE
^DJIECYC
^DJSENAER
^DJIGCCT
^DJEFNE
^DJSWKDUN
^DJTSMO
^DJSINS
^DJUSMU
^DJSWKDUP
^DJSEDDET
^DJTGT35
^DJGECD
^DJLCGU
^DJECN
^DJTHCAR
^DJGCCXT
^DJEIDE
^DJUSLHCT
SXXDGLP.Z
^DJCIICP
^DJGBSM
^DJCIGCT
4Q7B.DE
1777386.DE
^DJGCC
^DJCIWHP
^DJILSCST
^DJUSEH
^DJETFEQT
^DJCIPTP
^DJEMTET
^DJSEZ40T
^DJSAFPK
^DJCIHO
^DJIMY
^DJTGR
^DJCIISIP
^DJLGUED
^DJIEUTI
^DJECGET
^DJFEASM
^DJLCGU02
^DJCIFCP
^DJRUSGD
^DJC2IGCP
^DJTMNSST
^DJSWECET
^DJUBSRB3
^DJECONET
^DJCCN2LP
^DJSINST
^DJIMINDT
^DJCNTRAT
^DJIXUS
^DJCICT
^DJSEZ40D
^DJSRBKT
^DJGLBLX
^DJSEDDEP
^DJUSWCT
^DJIEMG
^DJSE40T
^DJCIEMCT
^DJSAPDET
^DJCICCT
^DJIMENA
^DJETX
^DJFEAS5R
^DJCIKC
^DJSWDIEN
^DJSMDQ
^DJRR40
^DJISRLD
^DJECNT
^DJSEZ40
^DJSHCPT
^DJILRG
^DJTLMOT
^DJSEUXAT
^DJMY25T
^DJC2ISIT
^DJEG20D
^DJC2ICLT
^DJSEZXAR
^DJURTEW
^DJCIIM
^DJIETEC
^DJC2IHGT
^DJSWDIET
^DJCIHOT
^DJIGRC
^DJLCF5D
^DJLGR5D
^DJCISFP
^DJRRTO
^DJFEASE
^DJSWEX4D
^DJBHT
^DJC2LCLP
^DJSEUXA
^DJRUSG
^DJMY25D
^DJLGPGD
^DJCBP
^DJGLBLXT
^DJCIENT
SXXDLP.Z
^DJLCGU5X
^DJGFRT
^DJIEREA
^DJECONNA
^DJTBAST
^DJETSE
^DJSNDT
^DJCISBT
^DJSINVT
^DJEMDIVR
^DJLGUCD
^DJSINV
^DJCICN
^DJCIISIT
^DJC2LBRT
^DJSWKDEP
^DJIEUS
^DJUSPRT
^DJUST
^DJLSSHD
4Q7H.DE
^DJOLX
^DJSNADUN
^DJGERSET
^DJCIIL
^DJIDEV
^DJUSMG
^DJSNADUT
^DJUSSF
^DJTREAR
^DJUSTQ
^DJGCCX
^DJUSSR
^DJIEBSC
^DJLUX
^DJSENAET
^DJCISOT
^DJIEUT
^DJCARTDT
^DJSEMEP
^DJIGLFT
^DXL
^DJGSH
^DJLGIPD
^DJICHKU
^DJSXAT
^DJFEASMD
^DJRR35
^DJGSHT
^DJLMGUDI
^DJEG20DT
^DJTMNAB
^DJCILCP
^DJIGLFTT
^DJCCN2IT
^DJTMNMO
^DJBH
^DJSEUZT
^DJETXT
^DJACON
^DJCART
SD3DJP.Z
^DJIMDXJ
^DJCISO
^DJSA30
^DJLCXLD
^DJACONT
^DJCIPTT
^DJAPSDE
^DJEEOT
^DJUSLBET
^DJICYC
^DJSWECDT
^DJIMIND
^DJAPSDT
^DJECONLT
^DJCIIMT
SX5EDJP.Z
^DJRUSGR
^DJILSTL
^DJCNTRA
^DJIBSCT
^DJTCHER
^DJLSBUFD
^DJDXNACT
^DJTFVST
^DJUSES
4Q69.DE
^DJUSTT
^DJURTEWC
^DJLMGB11
4QDC.DE
^DJCCN1IP
^DJETFCOT
^DJETFAUT
4QDY.DE
^DJUSMF
^DJSAPDUP
^DJGSPT
^DJFEAS50
^DJGCCT
^DJCISIP
^DJGERST
^DJSWDUN
^DJEEOE
^DJTTELR
^DJCAUTR
^DJSWDIUT
^DJIENCG
^DJIMTR
^DJSWKDUT
^DJCIHGT
^DJECONAP
^DJSEZXAT
^DJGEEN
^DJTGT30
^DJSM
^DJIMID
^DJCIENP
^DJLCGU68
^DJCINGP
^DJIGECET
^DJCBT
^DJCIP
^DJTMNQUT
^DJTGT
^DJUSHL
^DJIUTI
^DJSFIND
^DJSZXAE
^DJLMGB10
^DJECNET
^DJLLGF
^DJUSVE
^DJIGCCXT
^DJTMDIT
^DJGECET
^DJLCGU90
^DJSMT
^DWC2
^DJUSMC
^DJSCLUT
^DJLCCU24
^DJC2LHGP
^DJIERTS
^DJUSLHC
^DJCIIK
^DJECONLA
^DJITEC
^DJSEUR
^DJTGT50
^DJEBMT
^DJCIWH
^DJEFN
^DJCILVP
^DJTGT25
^DJECONAT
^DJCARTT
^DJUSNCT
^DJUSSV
^DJUSRI
^DJUSRQ
^DJRR15
^DJUSBKT
^DJIMT
^DJAP25T
^DJUSOG
^DJEMT
^DJEEGET
^DJCILVT
^DJIGCCX
^DJLBBSD
^DJICHK
^DJSEDDEN
^DJSEPDUN
^DJTHCAT
^DJCIKCP
4Q65.DE
^DJEIDET
^DJLBECHT
^DJUSUO
^DJCIGRP
^DJIEBAS
^DJSNE
^DJCIICT
^DJCIPM
^DJGERS
^DJTSMOT
^DJUSRN
^DJTTHER
^DJICOHK
^DJCISBP
^DJTBASR
^DJSCLCT
^DJSHCP
^DJSWDET
^DJTREAT
^DJECGT
^DJCICNT
^DJLBECH
^DJSEDDUT
SD3DGLP.Z
^DJSEDDUP
^DJETXET
4Q66.DE
4Q68.DE
^DJUSTCT
^DJTGT05
^DJSEURDT
^DJUSHG
^DJUSGF
^DJICOHKT
^DJAPSDET
^DJLTXCLC
^DJC2LBRP
^DJCAUTD
^DJGFR
^DJSCN25
^DJEEGE
^DJTCNST
^DJUSRL
^DJTMNSS
^DJSEZ4DT
^DJLSBUD
^DJIGECD
^DJECONUT
^DJECONT
^DJSAFET
^DJSZ
^DJIP2T
^DJIDEVX
^DJIGCCC
^DJSXATT
^DJEIDT
^DJIETLS
^DJINETN
^DJIP9
^DJSEMPUT
^DJFEASD
4Q7K.DE
^DJC2IGCT
^DJIEMDI
^DJUSTG20
^DJTGT10
^DJSEPDUP
^DJSE40DT
^DJMY25
^DJTSECT
^DJSNET
^DJCIPMP
^DJUSIM
^DJTREAE
^DJSZXAED
^DJRR4P
^DJIMENAT
^DJCIPT
^DJSEUXAR
^DJMENA
^DJUSRET
SXEDGLP.Z
^DJBHDT
^DJUSDS
^DJTGT45
^DJUSGT
^DJI100X
^DJUSPT
^DJTREA
^DJRR45
^DJSFIN
^DJCICTP
^DJSNADET
^DJSAFPKT
^DJTGRT
4Q7A.DE
^DJMENXDT
^DJUSLHE
^DJEEGT
4Q7F.DE
^DJCILHP
^DJC2ICLP
^DJULTCTR
^DJSWDIUN
^DJTGT15
^DJGTE
^DJIGFTX
^DJSAPDUT
^DJUSHCT
^DJCARTD
^DJCIILT
^DJCILHT
^DJC2LSIT
^DJC2LCLT
^DJIDEVT
^DJC2IHGP
^DJICHKT
^DJTNCGT
^DJIEUL
^DJIHCR
^DJETXE
^DJIASN
^DJSWDEN
^DJISRL
^DJCIFC
^DJEBMET
^DJNAJGAR
^DJCIILP
^DJETS
^DJUSENN
^DJNAJGAT
^DJIFIN
^DJUSTG40
S3DDELP.Z
^DJFEAS5E
^DJISRLT
^DJTLSST
^DJCICTT
^DJTGT20
^DJSOEST
^DJLCGP
^DJSEZXAD
^DJSMDQT
^DJATTG
^DJLMGUMS
^DJEMDIV
^DJIP2
^DJIEZM
SX5EDLP.Z
^DJUSLHET
^DJEMTT
4QDZ.DE
^DJSPHMT
^DJCAUT
^DJIMDXJT
^DJSE40D
^DJSWECD
^DJNAJGD
^DJMY25DT
^DJCING
^DJUSTG15
^DJSAFE
^DJSCN25T
^DJSH
4Q7M.DE
4Q7C.DE
^DJIECGS
^DJCIGC
^DJDXNA
^DJSNADEN
^DJNAJOR
^DJUSUTT
^DJUSTG05
^DJTUSRT
^DJEMDIVT
^DJSTEL
^DJIAPL
^DJFEASED
^DJUSAG
^DJSFPKT
TFINDX.Z
THCRDY.Z
^OMXCSCPI
DK5NX.Z
DKXGR.Z
TFSVDX.Z
DKXF.Z
DK7Y.DE
DK77.DE
TMDIDY.Z
TFSVDY.Z
DK7T.DE
T570DX.Z
^NQDKLCDKKN
DK5H.Z
^NQDKMCDKKN
^NQDKLCDKK
DKXDY.Z
TINSDY.Z
TMDIDX.Z
TFINDY.Z
^NQDKSCDKK
^OMXCMCPI
^NQDKSCDKKT
THCRDX.Z
^NQDKLMDKKN
DK5DY.Z
^NQDKLMDKKT
DK7S.DE
DKXDX.Z
^NQDKMCDKK
DK7A.DE
DKXX.Z
TBNKDY.Z
^NQDK4000DKKT
^NQDK8000DKK
^FNDKDKKGI
DKY.AT
TIDUDY.Z
TINSDX.Z
DK7V.DE
DK7C.DE
DK7G.DE
DKXSZ.Z
DK76.DE
DK5X.Z
TTECDY.Z
SD2DY.Z
TBSCDY.Z
TBNKDX.Z
^NQDKMCDKKT
DK7H.DE
^NQDKLCDKKT
T370DX.Z
DKO.AT
T300DY.Z
^NQDKLMDKK
^NQDKSCDKKN
DK5NY.Z
^NQDK4000DKKN
TIDUDX.Z
DK5Y.Z
DKXDGV.Z
DKXH.Z
DK7X.DE
T300DX.Z
DK73.DE
TTECDX.Z
DKXNX.Z
DK72.DE
^MSDKDKKP
DK78.DE
^FNDKDKKPI
DKXNY.Z
T500DX.Z
DKXDZ.Z
DK7F.DE
DKXG.Z
DK5I.Z
WIDEN3760.FGI
T500DY.Z
^NQDK2000DKKN
DKXY.Z
T860DX.Z
TBASDX.Z
^NQDK8000DKKT
T860DY.Z
^NQDK3000DKKT
^OMXCCAPGI
DKUIX.Z
^OMXNLCDKKGI
SD2DX.Z
^NQDKDKKN
DK75.DE
TTLSDY.Z
^DK5G
T570DY.Z
^DK5F
^NQDK2000DKKT
DK7Z.DE
T370DY.Z
DL3X.DE
31560399.SG
^DLONGEUR
DL3W.DE
^NQDMMEA2000CADT
^NQDMMEASC
^NQDMEU5500CADN
^NQDMXUS6000JPYT
^NQDMEULMGBPT
^NQDMMEA2000
^NQDMEUSCCADT
^NQDMMEASCCADT
^NQDMEULCN
^NQDMEU5700AUDT
^NQDMEULMEURN
^NQDMXGBEUR
^NQDMEU2000LMEURN
^NQDMEU9000LMAUDT
^NQDMEU2000LMGBPT
^NQDMEU7000CADT
^NQDMEUXGBLMEURT
^NQDMEU9000CADT
^NQDMEU8700
^NQDMXUS6000AUDT
^NQDMEULMCADT
^NQDMEULCEURT
^NQDMXUS8000CAD
^NQDMEUMCGBP
^NQDMMEA8000LMEUR
^NQDMEU7000LMJPYN
^NQDMEU6000GBPN
^NQDMEUXGB
^NQDMEU2700GBPN
^NQDMEU8500LMAUD
^NQDMXUS9000EUR
^NQDMXUS8000EURT
^NQDMEU8000GBP
^NQDMXUS9000N
^NQDMEU5700AUDN
^NQDMEU8000CAD
^NQDMEU2700CADT
^NQDMEU2000LMEURT
^NQDMEU2700LMN
^NQDM8700LMEURN
^NQDMEU5500LMCADN
^NQDMEU5500LMGBPT
^NQDMEU9000EURT
^NQDMXUSGBP
^NQDMEUGBP
^NQDMEU2700JPYN
^NQDMEU2000EUR
^NQDMEU5500LMN
^NQDM2700LMCADT
^NQDMEU7000LMCAD
^NQDMXUSLM
^NQDMEULMGBP
^NQDMEUXGBN
^NQDMEUMCGBPT
^NQDMEU8500GBP
^NQDMEU8000CADT
^NQDMXGBCADN
^NQDMEU7000LMAUDN
^NQDM8700LMJPYT
^NQDMEU9000
^NQDMEUEUR
^NQDMEU5700JPYT
^NQDMMEASCGBP
^NQDMEU1300EURN
^NQDMMEA8000EURN
^NQDMEULMT
^NQDMEUXGBEURT
^NQDM8000LMGBP
^NQDMEUMC
^NQDMEUXGBCADT
^NQDMEUXGBCADN
^NQDMEU8000LMJPYT
^NQDMEU8000LMT
^NQDMEULCGBPT
^NQDMXUS9000CADT
^NQDM8700LMJPYN
^NQDMEUXGBEURN
^NQDMMEA1300EURN
^NQDMXUS6000AUD
^NQDMEU8500
^NQDMXUS7000GBP
^NQDMXUS6000N
^NQDMEU5500LMCADT
^NQDMMEA8000
^NQDMXUS8000T
^NQDMMEA8000N
^NQDMEU2000GBPT
^NQDMEU8700GBPN
^NQDMEUXGBGBPN
^NQDMEU8500LMJPYT
^NQDMEU8700GBP
^NQDMEULMJPY
^NQDM2700LMJPY
^NQDMMEA8600CADN
^NQDMXUS6000AUDN
^NQDM8600LMCADN
^NQDMXUSLMCAD
^NQDMEU5300
^NQDM8600LMGBPN
^NQDMMEA8000CADT
^NQDMEUGBPN
^NQDMEUN
^NQDMEU5700JPYN
^NQDMEUXGBLMAUDN
^NQDMXUSEUR
^NQDMMEAT
^NQDMEU5300LMAUDN
^NQDMEU8700CAD
^NQDMEU5700LMEURN
^NQDMEU8500EURN
^NQDM5700LMEURN
^NQDMEULMGBPN
^NQDMEU5300LMEURT
^NQDMMEAMCGBP
^NQDMMEAMCJPYN
^NQDMMEASCEUR
^NQDMEU7000JPYT
^NQDMEU8500LMEUR
^NQDMEU9000CADN
^NQDM2700LMAUD
^NQDMXJPN
^NQDMXUS9000GBP
^NQDMEU1300GBPT
^NQDMEU3700LMGBP
^NQDMEU7000N
^NQDMMEA8600EURT
^NQDMEUMCEURT
^NQDMMEA8600
^NQDMEUXGBT
^NQDMXUS8000JPY
^NQDMXUS2000GBP
^NQDMEU1300LMJPY
^NQDMMEA8000JPYT
^NQDMMEACAD
^NQDMEUSCGBPN
^NQDMEU2700AUD
^NQDMEU2700LMJPYN
^NQDMEU8700EURT
^NQDMMEA8600EURN
^NQDMEU2000GBPN
^NQDMEU1300LMAUDT
^NQDMEU6000
^NQDMMEA8600GBPN
^NQDMEU7000LMAUD
^NQDMEU8000T
^NQDMMEA8000GBPT
^NQDMEU8700LMCADT
^NQDMXUS6000EURN
^NQDMMEA9000JPY
^NQDMEU2700LMEURN
^NQDMEU8500LMAUDT
^NQDMXJPEURT
^NQDMEU8000LMEUR
^NQDMXJPCAD
^NQDMMEAJPYT
^NQDMMEAEUR
^NQDMMEA8500EUR
^NQDMEU8600LMJPYT
^NQDMMEAJPYN
^NQDMEUMCEURN
^NQDM8600LMJPY
20585046.SG
^NQDMEU8700LMEURT
^NQDMEU8600EURN
^NQDMEU5500EURT
^NQDM5700LMGBP
^NQDMEU5500GBPN
^NQDMXUS7000EURN
^NQDMEU1300LM
^NQDMEU1300LMAUDN
^NQDMMEA8500GBPN
^NQDMEU5700LMAUDN
^NQDMXUST
^NQDMEU8000JPYN
^NQDMXJPGBPN
^NQDMEU5300LMCADT
^NQDMEU2000N
^NQDMEUSCCAD
^NQDMEU9000LMJPYT
^NQDMXUSLMGBP
^NQDMEU7000LMEURT
^NQDMEU2700LMCADN
^NQDMEU8000GBPN
^NQDMXGBN
^NQDMEUXGBLMCAD
^NQDMEU3700LMEURT
^NQDMXUS7000T
^NQDMEULCJPYN
^NQDMEU9000GBPT
^NQDMXJPLMCADT
^NQDMMEA9000EURN
^NQDMEU8700LMT
^NQDMEULMJPYN
^NQDMEU2700LMAUDT
^NQDMEU8000LMN
^NQDM8700LMCADT
^NQDMEU1300EURT
^NQDMXGBGBPT
^NQDMEU5700LMEUR
^NQDMEUSCCADN
^NQDMEU5300JPY
^NQDMEU9000T
^NQDMEU1300LMN
^NQDMEUXGBLMCADN
^NQDMEU6000LMEURN
^NQDMXUS7000N
^NQDM8700LMEURT
^NQDMEU7000LMGBPT
^NQDMXUS8000GBPT
^NQDMXJPJPY
^NQDMEUSCGBP
^NQDMEU7000LMN
^NQDMXUS2000
^NQDM2700LM
^NQDMXJPLMGBPN
^NQDMEULMAUDT
^NQDMEU6000LMCAD
^NQDMEU1300GBPN
^NQDM5700LMAUD
^NQDMEU2000
^NQDMEU9000JPYT
^NQDMEULCEUR
^NQDMXUS2000CADT
^NQDMMEA9000
^NQDMEU5300JPYN
^NQDMEU8700LMJPYT
^NQDMEUJPYT
^NQDMEU6000JPY
^NQDMXUS9000GBPT
^NQDM4000LMGBPT
^NQDMEU8700T
^NQDMEU7000CAD
^NQDM2700LMEURT
^NQDMEU5300LMEUR
^NQDMMEA1300JPY
^NQDMEU4000LMEURN
^NQDM4000LMGBPN
^NQDMXUS9000GBPN
^NQDMXGBLMEURN
^NQDM8600LMJPYN
^NQDMEULMAUD
^NQDMEU5700LMJPY
^NQDMEUJPY
^NQDMXUS4000GBPN
^NQDMXGBLMEUR
^NQDMEU4000LMT
^NQDMMEA1300
^NQDMEU5700CAD
^NQDMMEA1300GBPN
^NQDM8700LMGBPT
^NQDM3700LMN
^NQDMEU5500LMGBPN
^NQDMXGBGBP
^NQDMEU4000CADN
^NQDM5700LMJPYT
^NQDMEU4000AUD
^NQDMEU8000EURT
^NQDMMEAMCCADT
^NQDMEU7000EUR
^NQDMEULMCADN
^NQDMMEA8600AUDT
^NQDMEU1300LMGBP
^NQDMEU4000GBPN
^NQDMMEALMGBPT
^NQDMEUXGBLMT
^NQDMEU8000LMAUDN
^NQDM2700LMCADN
^NQDMXUS9000JPYT
^NQDMEU8700LMGBPT
^NQDMEU5300LMJPYN
^NQDMMEAMCJPYT
^NQDMEU8700LMCAD
^NQDMEU4000LMAUD
^NQDMEU2000LMGBP
^NQDMEU8700LMAUD
^NQDMXJPT
^NQDMMEASCT
^NQDMEULCJPY
^NQDMMEA8600JPYN
^NQDMXGBLMAUDN
^NQDMXGBEURN
^NQDMEU8600LMEUR
^NQDMEUXGBCAD
^NQDMXUS4000JPYN
^NQDMXGBLMJPYT
^NQDMEU8000LMGBPN
^NQDMXJPLM
^NQDMEU6000LMEURT
^NQDMEU8700CADT
^NQDMEU2700LMT
^NQDMEU9000LMJPYN
^NQDMEUXGBGBP
^NQDM8600LMEUR
^NQDMEU8700AUDT
^NQDM3300LMJPY
^NQDMEU3300LMAUD
^NQDM3700LMEUR
^NQDMXUSLMAUDN
^NQDMMEA8000LM
^NQDMXUS4000JPYT
^NQDMMEAGBPT
^NQDMEU8700LMJPYN
^NQDMEU5300EURT
^NQDMEU3300AUDT
^NQDMEULC
^NQDMEU3700LMGBPN
^NQDM8700LMAUDT
^NQDMEU5300LMGBPT
^NQDMEUSCEUR
^NQDMXUS6000EUR
^NQDMEU2300LMEURN
^NQDMXJPJPYN
^NQDMEU9000CAD
^NQDMMEA9000AUD
^NQDMEU6000CAD
^NQDMEU6000AUDN
^NQDM4000LMJPY
^NQDMXJPLMJPY
^NQDMEU8000EUR
^NQDMMEAEURN
^NQDMEU8500LMCADN
^NQDMEU5300LMCAD
^NQDMEU2300LMEUR
^NQDMEU5700LMEURT
