^MERV
SXSHIPTA.SG
WIAMERS1730.FGI
DH6W.DE
D8TW.DE
^NQUSB5752LMAUDT
^NQASIA6000LMJPYT
^NQDMASIA1700JPYN
V2J3.DE
4N6Z.DE
^NQUSB0587CADN
^NQUSM9000AUDT
^NQUSB5373AUDN
S63Y.SW
^NQUSS8771GBP
^NQNAMCCADN
^NQDM7000AUD
^NQG6000AUDN
^NQEMMEA2000AUDT
^NQASPA3500LMT
^NQEMASIA9000EUR
^NQDMASIA6000LM
^NQLA7000GBPN
31651175.SG
^NQASIA4000
^NQAU7000GBP
4Q5W.DE
^SPAENAUP
SBFR2T.SW
^NQDMASPA5500GBPN
^NQDMXNASCAUDT
WIAMERS1000.FGI
^NQLA5000LM
ST13Y.SW
^NQDMASPA4000JPY
^NQG2300AUDT
SG71P.SW
^NQDMXUS2000AUDN
^NQLALMCADN
^NQDMEU3300LMEUR
^NQG3300AUDN
^NQEMMEA8500AUD
AEXSH.NX
^NQNA8300JPYT
^NQLALCCADT
4MW2.DE
^NQNA8500T
^SP500-25102010
SFR15Y.SW
^NQLA8300LMGBP
WIAMERS2710.L
^NQTW0001AUDT
NZREG.NZ
LZPL.DE
^NQMEA8500LMAUDN
^NQNA3000LMT
23576012.SG
^DWMFCGT
^NQLA3500CADN
^NQUSM2737AUDN
537A.DE
AW12.FGI
^NQASPA1300T
^NQDMASPA3000EURN
DK71.DE
SFA05D.SW
^NQAUSCAUDT
26773612.SG
^BKCSW
^NQMY1000AUDN
^NQASIA0001LMAUDN
5EDJ.DE
^BKFRT
^NQHUAUDN
^NQLA8600LMCADN
^NQEMASIASCEURT
^NQHK5000AUD
SXW9.Z
^NQDMASPASCAUDN
^NQUSB8530AUDT
^NQASPAXJPJPYN
N8WZ.DE
4MU3.DE
^NQASPA5300LMJPYN
^INDIA15
INUS7.NX
D4OF.DE
^NQAU5000CADT
V1I5.DE
RTXNRGEUR.VI
^NQIN8000AUDT
^BCOMAL3
SAN71Y.SW
STA05P.SW
DV2E.DE
^A1SUSETR
^NQAU9000N
^NQNA2300N
^NQEMMEA4000AUDN
^NQASPA3000AUDT
^NQZASCZARN
^NQDMASPA7000N
SAA10Y.SW
^NQUSM2000AUD
SBIGD7.SW
^NQNA8000EURN
^NQDMASIA8600LMT
SBIGT1.SW
^NQHK3000AUDN
D8AF.DE
2742.DE
^BKCPTTR
UDYQ.DE
4NAN.DE
^NQCHLCAUD
^DWAPFN
ASX8350.L
3BSF.DE
^NQNA2000CADN
^NQEMEU3300CAD
^YHOH800
SFC12T.SW
^NQUSB3747AUDN
^NQDMASPA2300LMN
RNEL.FGI
^NQASPA2300AUD
^NQDMASIA1700LMN
^NQLA7000CAD
^NQPLLMAUDT
^NQCI3ACER
WIPACXJA3350.FGI
^NQZA8000LMJPYN
^NQNAMCAUD
^DJAU
^SPAU23
^NQDMASPASCCADT
SATXEUR.VI
^NQEM0001AUDN
WIAMERS9530.FGI
^NQLA3000LMEUR
^NQAT8000N
^NQUSS5370AUDN
4465.DE
^NQZASCGBPN
^NQNA1000LMJPY
^DJCIAC
^NQDMASPA8300N
3BQ6.DE
^DJCIAWT
^SP500-30202010
D1AH.DE
^NQEMASIA5700CADN
KRXSECTOR-9.KS
^NQNA2700LMJPY
^NQNA1000EURT
CECEMUSD.VI
D8TZ.DE
^NQEMASIA4000T
^NQUSL8600AUDN
^NQEU3300GBP
^NQLA3000LMGBPT
^NQID3000AUDN
CFNDEUR.VI
^NQEMASIA2300N
^NQUSB5751LMGBPT
^NQDMMEA8300AUD
^NQDMASIA3500EUR
AXX4500.L
4NAD.DE
^NQLASC
^NQPTLMAUDT
^NQASIA2000LMGBPT
SFA57T.SW
^NQASPA3700EURT
^NQUSB9535LMAUD
^NQDMEU9000AUDN
^NQZALCZAR
^NQDMASIA6000JPYT
0JGR.DE
^NQASPASCAUD
^NQAU8000EURT
^NQEMASIA2700EURT
^NQEMASIAMCGBPN
^NQDMXUS2000AUDT
AW01.FGI
^NQJP8300AUD
^NQDMASIA9000LM
4MYJ.DE
^P1SUSTR
^NQASPA1700LMGBPN
^NQDMASPA3700AUDN
^NQUSS3300AUD
3BR2.DE
^NQDMASIA1000GBP
^NQASPA1000EUR
^NQEMASIA2700CADT
WIAMERS4000.L
^NQMEA3500AUDN
SFS12D.SW
3952098.SG
^NQNA3000LMGBPT
^NQCNMCAUD
^NQUSS2795EURT
^NQJP3300LMCADT
^DJNAJO
SFF55Y.SW
^NQEMASIA3500GBP
SGCP2WV.Z
^NQPTSCAUDN
ICE9U.PA
^NQEM0001AUDT
EGAX.L
^NQDMASPA8000GBP
^NQNO3000AUDN
SD105P.SW
^NQZA3000ZAR
AEXLR.AS
^NQUSB8570AUD
^NQAU5000CAD
^NQTR8000AUD
^NQUSS3726AUD
^NQBRIC4000AUD
^NQUSS8530AUDT
2694.DE
^NQDMASIA9000LMN
^NQMEA5700AUDT
^NQDMASIA2000EURN
^NQAU2000EUR
^NQEMEA2700AUDT
^NQEMEU8600AUD
^NQLA2000LMJPYN
^NQHK4000AUD
^NQDMASIA3500EURN
^DWSGAXTR
^NQNA6000LMAUDT
^NQDMEU1000AUDT
^NQUSB7530AUDT
SD51P.SW
^SPADFP1I
^NQUSAJPY
G30C.NZ
SBF34T.SW
NLTEC.AS
ST35Y.SW
^NQUSS2713GBP
^BKCNCHTR
EPAS.FGI
SDNAD.SW
^NQUSL8570AUD
^NQUSB8771LMEURN
^NQUSL2713CADN
^NQEMASIA3700T
3BPK.DE
^BKAUT
7DXU.DE
^NQASPAXJPLMJPYT
^NQEMASIA8700LMN
^NQTW3000AUDN
^NQTR3000AUDT
^NQCNAUDT
^NQDMASPA1000N
^NQUSL2750AUD
^NQES2000AUD
^NQNA8500N
^NQEMASIA2300LMT
^RAPJUSD
^NQUSL8675AUDT
NLRE.AS
SBD12D.SW
WIXEBS0580.FGI
FCAG.EX
^NQASPA5000LMGBPN
^NQZA3000
^NQATMCCADN
^SPBDAGTT
^NQNA3000
^SIXYTR
^NQUSL9578AUD
NLRIS.NX
4Q88.DE
ALASN.NX
^NQMY7000AUDT
^DWCALU
AL83.DE
DT5Y.DE
^NQEMEU5000AUDN
^NQJP4000AUDT
^NQNA5000EURN
WIAUS5330.L
^NQBR8000AUDN
^NQDMASPA4000EUR
^NQSGAUDT
^NQUSS5555AUDT
^NQUSB5555GBPT
^NQCASCAUD
SFC14Y.SW
ST171Y.SW
^NQAULCGBPT
^NQUSL2795GBP
^NQUSS2700AUDN
DF28.DE
^B50ADRT
SDA15D.SW
4N9U.DE
^NQKRSCAUDT
^NQUSS5751AUDN
D1A8.DE
^NQDMEU9000AUDT
^FIRSTNORTHNOK
539M.DE
^NQZASCGBP
^NQLA4000CAD
^NQPHAUD
31651230.SG
^NQNAEUR
^NQGBAUDT
^RAESGDN
3BLU.DE
^NQNA3500AUDT
^NQEMASIA8000EUR
4QCE.DE
^NQASPA3300EUR
^NQUSB2713GBPT
SXP2V.Z
4NAR.DE
WIPACXJA3720.FGI
5EDS.DE
^NQDMASPA6000T
LZS5.DE
SFG5D.SW
X2D6.DE
^UKDATR
^NQNA3000LMJPYN
^NQUSS5555AUDN
X22M.DE
^NQEMMEA4000AUD
^NQASPA2700LM
^NQCO8000AUDN
^NQNA1700JPYN
^NQUSS2713EUR
^NQNA1700LMCADT
^NQDMASIA5700LMT
^NQAU6000AUD
^NQKRLCAUDT
^NQUSS0001AUD
^DAAXJPHKDN
^NQASPAMCEURT
^NQEMASIA8500N
^NQDMASPA8600LMN
537X.DE
3BVU.DE
^NQEURO3000AUD
^NQEMEAMCAUDN
^NQXAUAGR
TASEBOND.TA
^NQNA0001GBPT
^NQDMXNA
^NQEMASIA4000LMAU
^NQNA8300LMCADT
5DBK.DE
^NQATEUR
^NQDM5300AUD
XEFA.DE
^CAPEXAN
AEXEN.NX
^NQNA2700T
^NQDMASPAXJPLCT
OATF.EX
^NQUSM2710EUR
^NQBRIC0001AUD
ENAXAP.L
^NQASPA6000LMCADN
^NQUSS5371GBPN
^SPLSALP
SBD12P.SW
^NQDMASIA7000JPYN
^NQUSB2713AUDN
SFF13D.SW
3BSA.DE
^NQEMASIA2300EURT
^NQUSS3355JPY
^NQASPA1000LMEUR
7DXQ.DE
^NQEURO3300CADN
^NQASPA8700EUR
^NQNA4000LMCADT
^NQDMASIA0001LMEU
^NQDMASIA8300
^NQASPA2000LMAUDT
^BKTADR
^RUAXJDY
X2CV.DE
^NQEULMAUDT
^NQHK4000AUDT
274U.DE
^NQUSB2737AUDT
7DTN.DE
^NQZA5000LMCADN
^NQLA2000JPYT
^NYUSMUTT
^NQG3300
^DJBOS
^NQAU2000LMCADT
WIISR2710.L
^NQZAMCGBPN
AXX3300.L
F9MI.DE
^NQDMEU4000AUDN
^NQTW9000AUD
^XMAETR
S115DY.SW
^NQZALMN
C5AX2350.L
^NQLAGBP
^SP400-551050
X2JM.DE
^NQIL9000AUD
^NQASIA6000LMT
TASETBILL.TA
^NQASIA5000N
^NQATLMJPY
WIAMERS0570.L
^NQDXCHEURN
^NQASPA9000JPYN
3BLT.DE
^NQLA5300N
^NQUSL6000AUDT
4MXM.DE
^NQNA3700GBPT
^DVGCAD
^NQEMEU2000AUDT
^BKEMT
446X.DE
^NQNA6000LMGBP
^NQAU3000T
NLFNG.AS
3XJZ.DE
^P1IGS
^A1FIN
^NQPL5000AUD
^NQEM3300JPYN
^NQAU0001LMGBPN
^CMAETR6M
3BN5.DE
^NQEMASIA9000GBPT
^NQDMASIA8000T
^NQASIA8000LMAUDN
^NQNA5000LMJPYT
^NQTHLCAUD
^NQZA5000LMEURT
^BKAR
^NQNA8500JPYN
^NQEMEA3300JPYT
27422321.DE
INC4D.NX
^NQUSS3763JPYT
11820595.DE
^NQEMASIA3700EUR
269L.DE
SFA11T.SW
^NQUSB9572AUDN
^NQEMASIAAUDT
^MSATEURP
DH5U.DE
^NQASIA2000LMEURN
SF15FY.SW
DE000A1CQ364.SG
SFF11T.SW
^NQUSS2795GBPT
^NQTW5000AUD
SXTRUAHA.Z
^NQLAMCEURT
^NQUSB2793AUDN
^NQLA8000LM
^DWMFRSN
SGCPFR.Z
^NQASPA5700LM
^NQNA6000AUD
^NQDMASIA7000GBP
^NQAU3000AUDT
D9PE.DE
0JHF.DE
^NQDMASIA4000LMN
^NQUSM8675AUDN
^NQUSL2727AUDN
^NQUSB7573AUDN
V2E6.DE
^NQUSL2700AUDT
^NQUSB9576AUDT
^NQASPA1300CADN
^NQEMEA3500AUDT
4MT5.DE
^NQZA9000N
5379.DE
^NQNA3300GBP
^NQUSM2700AUDT
ST115D.SW
^NQNA9000LMGBP
^NQG8700AUD
^NQUSB8771JPY
^NQGXNA
^ERAAUSLT
HTXUSD.VI
WIAMERS9000.L
^NQASIA1000LMT
^NQLASCJPYN
^NQASPA8000JPYT
^NQLA1300CAD
^NQLALCAUDT
4Q7N.DE
^NQDMXNALMCJPYT
^NQDMXUS0001AUDT
^NQDMASIA3300JPYT
RAUR.FGI
^NQUSS5753AUDN
X2C2.DE
^FGBLINAV
SFA51T.SW
^NQCH2000AUDN
^NQNA2700LM
^NQDXASPAXJPGBPN
^SPJXDAJT
0J9R.DE
^YHOH769
^NQAUAUD
RDXMETUSD.VI
SDA11P.SW
WIPACS2710.L
^NQDMASPA7000
^NQASIA4000LMEURN
^NQUSB5371AUDT
RNAA.L
^P2CYC
SXDAR.Z
^NQLALCEUR
STA57Y.SW
^NQCHSCAUDT
^NQEURO8300AUDT
0JBB.DE
SF15AP.SW
^NQEM3300LM
^NQUSS8672AUD
^NQUSS4537AUD
^NQEU1700AUDT
^NQLA6000LM
X222.DE
^NQDMASPA5500GBPT
ITAG.SA
CECEBNK.VI
SDN55P.SW
FAB3.DE
^NQUSM5371N
^NQMALMAUD
^NQDMMEA2000AUD
^NTASETTR
^NQUSL3537AUDT
^NQDMASIA8500AUD
CECE-TD-TR-EUR.VI
^NQUSL8700AUD
^A1NCY
^NQASIA7000AUDT
^NQIELMAUDN
^NQAU7000JPY
^NQEMASIALCAUD
5EDN.DE
^NQEMASIAMCJPYT
^NQINSCAUDT
^SPASDOHN
^NQNLSCAUD
^NQAULMCADT
^NQPEMCAUD
4456.DE
3BTH.DE
^NQASPA
AG14.FGI
^NQDMASPAXJPAUD
V2I5.DE
^NQUSM3763AUDT
4MXJ.DE
^NQG8000AUDT
^NQASIA8000N
IAWAT.PA
4N64.DE
^NQEM3300GBPT
309B.DE
^NQUSL8570AUDN
^NQUSM3355N
^NQLA4000LM
^NQEMASIA2300JPYT
^AYMVB
^NQASPA8000CADN
^CSPSADRP
^NQUSB4000AUD
^NQGXJPAUDT
^BKEURT
ST257Y.SW
4MX4.DE
^NQCLLMAUDN
^NQUSB3300EURT
GSUK.DE
^SPGSCRP
^NQNA1700LMJPYN
^BKIE
^BKCBRT
4QC7.DE
WIAMERS2750.FGI
^NQLA8700JPYN
^NQCL8000AUD
0J1F.DE
^NQAU7000GBPT
^NQNA5700AUDT
19096076.SG
^NQZA3000LMGBPN
^NQKRSCAUDN
D1AB.DE
^NQASPA9000LMGBP
^NQAU2000AUDN
^NQNALCCADT
XEVI.DE
^NQUSS8672AUDT
^NQEMASIALMCADT
X2JC.DE
SBD13T.SW
^DWAMID
3BMD.DE
^TSTI
^NQHKLCAUDT
^AYQOZ
3BUG.DE
V1E3.DE
^NQASPA0001LM
^NQUSM1757AUDN
^NQEMEA3300JPYN
4QDP.DE
^NQLASCGBPT
^XTC
AXX6500.L
^NQUSL3000AUDT
^NQDMASPA1700JPY
AWDPACXJ.FGI
3BSB.DE
^NQASIA6000LMGBP
STA35T.SW
^NQUSL2720AUDN
^BKSN
^NQNAMCT
^NQEMASIA8700CADN
^NQASIA7000GBPN
^NQLA7000EUR
^NQLA3700AUDN
^NQAU2000AUD
^NQEURO3000AUDN
WIAMERS8570.L
^NQUSM2710CADN
^NQEGSCAUD
SA1AMVV.Z
^JAE
^NQASIAEURT
11556449.SG
4MWC.DE
SAN10P.SW
^NQDMASIA4000AUDN
^NQGB5700AUD
DF29.DE
^NQDMASIA5300EURN
^NQZASCZAR
^NQUSS3355CADN
^NQEMASIALMJPY
^NQUSM4577AUD
^NQAT8000JPY
V2J5.DE
^NQNA8300LMN
DH6A.DE
^NQUSB3747AUD
X2JB.DE
^NQCL8000AUDT
^NQLAEURN
^NQDMASIA8300LMCA
^NQNA9000LMCADT
^NQLA5300CAD
^NQLA5000EURT
SG35P.SW
^NQUSS2791AUDT
^NQASIALMN
^NQDMASIA1700EURN
SFG15D.SW
^NQZA3000LMEUR
^NQAU2000LMEURT
^NQEU3300LMJPYT
SD105D.SW
^NQFR4000AUDN
^NQASPA8000LMEURT
^NQEU1300AUDN
7DXY.DE
DT5C.DE
11007471.SG
^NQDMASIA8700CADN
^NQUSS3300EURN
NLBMG.AS
^NQEMMEA6000AUDN
^NQDMASPA8600EURN
SDNT.SW
^NQEMASIA1300EURT
^NQKRLMAUDT
^NQASIA1000JPYT
^NQLA1000LMCAD
X2ES.DE
^NQLA5000LMGBP
WIAUS2790.FGI
^NQASPA2300LMT
SXP2E.Z
^NQAU4000EURT
^NQASPACAD
^NQAU4000LMN
^NQUSS3355GBP
4N7G.DE
^NQNA3300LMGBPN
^NQEU7000AUD
^DEFILACI
SXDED.Z
^NQASIA0001LMEURN
^NQUSL2795N
^NQASIA7000LMCADT
^NQZA9000T
^NQLA1700CADN
^AMEI
^NQASPA8500LMGBP
QD7V.DE
^NQCLLMAUDT
^SP400-40203010
WIDEN0580.L
ASEANSTR.FGI
^NQEMASIA1000CADN
TASECURCOR.TA
321D.DE
^NQASPAXJPLMGBPN
WIAMERS3720.L
4N7A.DE
^AXLDIT
^NQAT8000CAD
^NQZA8000CADT
ASX6000.L
IAFIN.NX
^NQZAMCGBPT
SF57D.SW
^NQG3300LMGBPT
^NQNOSCAUDN
SFC12D.SW
3BPI.DE
INAUT.PA
SNA10P.SW
^NQNA2700LMGBPT
^MSEGNWPE
X2CM.DE
^NQDMASPA3300T
^NQUSL8771
^NQLA8300LMCADT
^NQAU5000LMAUDT
^NQASPALCAUD
^NQDMASPA3000GBPN
S57GP.SW
SAA10T.SW
^NQZA3000AUDT
^NQUSS0573AUD
X2IZ.DE
^NQASIA7000LMGBPT
AMX3L.AS
DT5F.DE
SDA7D.SW
DF25.DE
^NQUSB1300AUDN
^NQJP8000AUDT
V2H5.DE
2DMV.DE
^NQUSB5752LMAUD
^RUFAPXJN
^NQUSM8771EUR
^NQDM0001AUD
4462.DE
^NQEM3300GBP
^HUISH
^NQLA5300LMAUDN
^NQDMASPA2300EURN
SDD11T.SW
SFF71D.SW
^NQKR0001AUDT
^NQLA8500GBPT
DL3N.DE
DT51.DE
^NQASIA4000LMAUDT
^NQZA6000ZARN
^NQASPA5000JPY
^NQDMASPA3300LMGB
^NQDMASPA0001GBP
^NQNA8700EURN
C5AX6000.L
^NQLA2700LMEURT
SG115P.SW
^ATXR
WIAUS3760.FGI
^NQDXAUT
3BWD.DE
^NQUSS3747AUDN
^NQUSL8773AUD
^NQZA6000CADT
^NQASPA8500LMJPY
^NQEM1000AUDT
NLTEG.NX
^NQUSB0580AUD
^NQUSB3300LMEURT
^NQNA3300CADT
X2DJ.DE
^NQDMASIA2700AUDT
ST37Y.SW
^NQEMMEAMCAUDT
ST15AT.SW
^NQZA8000AUDN
^NQASPA2300LM
AL8V.DE
^NQAU4000CAD
^NQDMASIA8700LMAU
^NQUSB2779AUDN
4N7B.DE
^NQLA2300LMGBPN
^NQATSCCADT
^NQEMASIA8600CADT
^NQLA8000GBPT
^NQJP1000AUD
^NQGXNALMCADN
^NQNA6000LMN
^NQMEA9000AUDN
WIPACS0570.FGI
^NQEMASIA3300LMN
^NQNA3300EURT
SXPPD.Z
^NQLA5300LMCADT
^NQASPA1000AUD
^NQDMEU6000AUD
269B.DE
4Q76.DE
^NQASIA8000LMAUDT
ACNAN.FGI
2115205.DE
^DJAT
^NQEURO8600AUDN
^NQDMASPALMGBPT
^RASPTRUSD
^NQDMASIA
RGNA.L
SFC12P.SW
^NQEMASIAMCAUD
NLHC.AS
^XMDJXFCE
^NQUSB3355EURN
D8TE.DE
^NQITLCAUD
AE12S.AS
^NQCH2000AUDT
^NQDMEU3300JPYN
IJPNK.NX
TA75.TA
^DJCIACT
^BKTLAT
^SP500-20201080
^ERAAUSSP
^NQLA3000LMCADN
SA1AMVP.Z
4QC6.DE
^NQDMASIA3300EUR
0J0E.DE
^NQDMXJPAUDT
^NQAU1000AUD
^NQUSB5371EUR
VXD2.DE
ST213T.SW
^NQUSS5751JPYT
^NQDXJPNMH
^NQEMASIA5500LM
^NQUSM2795CADT
NF87.DE
CECEOIL.VI
23891719.SG
^BKEUL
SBOXNAI.SG
^NQUSM9533AUDT
^NQUSB5500LMAUD
274R.DE
G25G.NZ
^NQEMMEA2300AUDT
^NQEMKRAUDN
^NQASIA6000LMEUR
^NQBRLCAUDN
V3D2.DE
^NQASPA7000GBPN
^NQEMASIA1000GBP
3BL3.DE
^NQZA3000JPY
^NQNA6000AUDN
BATXBAM.VI
^NQDMASIA9000
^NQEMASIA1700EURN
STA05D.SW
WDOE.DE
AEXNR.AS
^NQEMEA3300EURN
^NQIT0001AUDN
ST15AD.SW
3LES.DE
SBOXCCK.SG
^NQNA2000AUDN
^NQLA3700GBP
^NQUSM4573AUDT
WORLDS3350.L
^BCOMAG3
4MT4.DE
^NQDMASIA2300GBPT
^NQEMEU3300JPYN
^NQASPA8600EURN
^NQDMASIA1000EUR
^NQZA9000AUDN
^NQUSM3740AUDN
^NQLA5000EUR
^NQNA7000LMAUDT
539D.DE
^NQEMASIA3700CADT
^NQUSS8773AUDT
D9XC.DE
^DJGEAGT
^NQGB8300LMAUD
^NQCALMAUDN
4QC5.DE
^NQEMASIA0001LMN
^NQASPA3500LMCADN
ISMRP.PA
^NQMEA5300AUDN
^NQDMXNAXKRAUD
^NQLA1700LMGBPT
^NQDMASIA2000JPY
^NQASPA2300LMGBPT
^NQASPA2700EURN
^NQASPA2700LMAUDT
ATX-IGS.VI
^NQASPA5700LMAUDN
^NQUSL3763JPYN
D9X2.DE
^NQDMASPA8500CADN
^NQUSB8600AUDN
^NQG3300LMN
DN2G.DE
SG35Y.SW
3XJD.DE
^SP1500-25504050
STA15D.SW
^P140R
^NQEMASIA5300CADT
^NQLA3000LMT
^SDAIER
^NQLA8300LMGBPT
^NQASPALC
SDD13P.SW
ASX2790.L
V2L5.DE
SGCP1WV.Z
^NQNA5700LMCADN
^NQJP2000AUD
^NQDMASIA6000LMN
^NQEMASIA8700T
^CMARER6M
^NQDMASPA8700AUD
^YHOH738
SBOXTIP.SG
^NQZA2000GBPT
ABI5L.NX
XFJ3.Z
^NQDMASIA3000CAD
^NQUSS4573AUDN
^NQASPA8500LMCADN
^NQAUMCAUDT
^NQNA1000LMGBPN
^NQEU1000AUDN
^NQID8000AUD
^NQNA3500AUD
4MWJ.DE
4MUB.DE
^NQDXCAT
^NQEU3300CAD
^NQASPAXJPLMAUD
^NQEMEA3300LMAUDN
^NQUSB3000AUDT
^NQPTAUD
WIAUS9530.L
^NQUSM2700AUDN
^SPAU3
2DWY.DE
10769011.SG
^NQASPA0001LMCADT
^NQGBMCAUD
^NQEMMEA8700AUDN
DT5R.DE
F9TI.DE
^DJCIIAT
MICEXMBICP.ME
UTXUSD.VI
^IQHGMNA
^NQLA8700LMEUR
^NQNAMCAUDT
^NQASPA8600JPYN
^NQNA1700AUDT
STA10P.SW
^NQUSL2710GBP
^NQUSB1000AUD
^NQDMASIA3500AUDN
^SPAU11
DK74.DE
^NQNA3500GBPN
^DJUSAS
^NQDMASPA4000AUD
^NQUSB5700AUDN
^NQUSB2757AUD
^DWAPHC
SNA10T.SW
IAFRN.PA
^NQASPA4000EURN
539Y.DE
^NQDMASPAMCT
4Q7Y.DE
^SP400-203010
^ADOWJ
^NQZA1000LMAUDT
^NQLA6000LMAUDN
^NQASIA6000LMCAD
^NQDMASPA6000CAD
^DWAMLT
^NQZA1000T
SBOXKATK.SG
^NQNASCEURN
^NQASPA4000N
^NQDMASIA3300JPYN
^NQDXASPAXJPT
^NQASPALCJPYT
^NQEMASIA5500AUDT
^NQASPAXJPCADT
^NQASPA8500CADT
^NQLA5000N
FABR.DE
^NQDMASIA3500EURT
SDN05D.SW
^NQTR5000AUDN
^NQUSL5751AUD
^NQASPA5000EURN
^XMCEEMER
^NQNA8300JPY
^NQDMASPA5300LMT
^NQNA8300JPYN
FETD.EX
^BCOMAL3T
4MT7.DE
^NQNA5000GBPN
^NQUSS3763JPYN
V1H3.DE
^DJAULPT
^NQDMASIA8700LMT
TXDV.TS
FABL.DE
^NQDMASIA9000EURN
^NQRU7000AUDN
^NQRULCAUD
^TSTOMRXBONDALLMU
4Q9C.DE
3BUE.DE
4QCM.DE
^DWAPTC
WIJPN3350.FGI
^NQUSM5555JPY
^NQG3300LMCAD
^DWAPLT
^NQMEA8500AUDT
^NQDMASIA8700AUDT
^NQDMASPAXJP
^NQGB8300AUDN
ASCX.NX
WIAUS3570.FGI
^NQDMASPA8700N
4MVC.DE
^NQDM3300LMEUR
SDA7T.SW
^NQDMMEA4000AUDN
^NQDMASIA8700N
ICU2U.NX
CHIE.SG
^NQUSS3740AUDN
^NQUSS5555N
^NQTH4000AUD
^NQUSS0587CAD
20976091.SG
DF26.DE
4N88.DE
SCECEEUR.VI
^NQUSS1700AUDN
^IQSMCROP
ENAR.L
^NQMYAUD
^NQEMMEA1700AUD
^NQDMASPA3000AUDN
D6EN.DE
G734.DE
^NQGXNAAUDN
G10C.NZ
^NQXAUAGRT
^NQDMASIA8700GBP
KRXSECTOR-6.KS
NLPB.AS
SGCPONC.Z
^NQASPA1300GBPN
^NQDMASIA1000CADN
^NQNZAUDN
^RAPJLTRUSD
^NQDMASIA2300CADT
^NQEMASIA2000EURT
4N7V.DE
^NQASPA8600LMEURN
^NQPLLCAUDT
^NQCI3HDATR
^NQLA5700AUDT
^NQASPA3000CADT
^NQEMASIALMAUDT
^NQGB6000AUDN
^NQUSM2300AUDT
^NQLASCAUDN
^NQNA8000LMCADN
^AOX
SDA35D.SW
^NQASPA3700LMGBPT
4NAH.DE
QD7F.DE
^NQASPA8300EURN
^NQUSM7000AUDN
AS05330.L
^NQDMASPA2000GBPN
^NQSG8000AUDT
^HUITR
^NQNA3300CADN
421W.DE
^NQDMASIAGBP
^NQASIA5000GBPT
^NQEM8500AUDT
^NQUSB5379AUD
SG71Y.SW
^SPAGRDP
539H.DE
X22L.DE
SF15D.SW
WIXJAS0580.L
^NQNAMCCAD
^NQNA5300N
X22R.DE
^NQUSB2710LMN
^NQDMASPA8300AUDT
DH64.DE
^NQEURO7000AUD
^NQDMASIA4000GBPN
SRXEUR.VI
^NQID1000AUD
WIAUS8000.FGI
C5AX3570.L
^NQDMASPA2700CADN
SD105T.SW
DT5Z.DE
DT4F.DE
3BM2.DE
^AIMSIR
445E.DE
^NQUSS6570AUDT
DL3K.DE
AS09570.L
WIAUS2000.FGI
^NQEMASIA3500N
LZPK.DE
STNC.TS
^ATLI
^NQUSL7530AUDN
^NQUSM3763JPY
^NQJP3500AUDN
^DJGEAGET
WIZAF8570.L
INIAX.NX
^LTAXP
^DJARB50
V6IC.DE
^NQBR6000AUDN
SNA05T.SW
^ORCSY
X2EY.DE
^DJBOSE
^NQDMEU3300LMEURN
NLOGG.NX
^NQILMCAUDT
21901118.SG
^NQEMEA3300T
^NQUSS5759AUD
STA15Y.SW
^NQGBMCAUDN
^NQASPA8700LMGBPN
^NQDMASIA3300JPY
^NQEMASIA8300JPYT
X2EV.DE
